id,category,classification,diagnostic,evidence,original_sha256,next_action
C164,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C164.clab.yml:18: function ""kind_code_name"" not defined",artifacts/qualification/static/C164.json,82e3bef60e00abadd82f300397495f9f01a0133786361487db18b5b5a52b8980,Review pinned frontmatter derivative; native validation NOT_RUN
C166,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C166.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C166.json,20142045a38c4c48465797c350291d5d0340d08da11154237670f3fbb1ca1825,Review pinned frontmatter derivative; native validation NOT_RUN
C167,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C167.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C167.json,bb54f84a3a8764f0019e7155cfcf80e6ba200626a4be918ca6d1eea5126903f5,Review pinned frontmatter derivative; native validation NOT_RUN
C168,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C168.clab.yml:6: function ""kind_code_name"" not defined",artifacts/qualification/static/C168.json,b2a7978ba2e809ca8a516c31059bf1993d80e394e950c444370c4044f0c81f8a,Review pinned frontmatter derivative; native validation NOT_RUN
C171,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C171.clab.yml:6: function ""kind_code_name"" not defined",artifacts/qualification/static/C171.json,6bf572cf6eb3b96dcb708b5188de1c71d98f463e47456a62636301a700e209ff,Review pinned frontmatter derivative; native validation NOT_RUN
C172,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C172.clab.yml:8: function ""kind_code_name"" not defined",artifacts/qualification/static/C172.json,5c804d00fc8d16ad5c71ff139209bcb4524ef6cec656a2671c99f39412b544ee,Review pinned frontmatter derivative; native validation NOT_RUN
C173,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C173.clab.yml:12: function ""kind_code_name"" not defined",artifacts/qualification/static/C173.json,f32a735e80ef104a6bc3e44d67b892323ded129eef8605f17d6fec6edf13d812,Review pinned frontmatter derivative; native validation NOT_RUN
C174,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C174.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C174.json,04821b7d1e09a924a34bf5d415a53e08d3054894abe761c6eabc078d23633f40,Review pinned frontmatter derivative; native validation NOT_RUN
C175,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C175.clab.yml:10: function ""kind_code_name"" not defined",artifacts/qualification/static/C175.json,ec1f418ab25cf54c28fef4dd3d4c8167d80a1b6798f5c5adcca89f54a8b754c8,Review pinned frontmatter derivative; native validation NOT_RUN
C176,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C176.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C176.json,890ce0850fc82987742e6a9791b08444c39ae5dfc1522196e2b0aad0025938f6,Review pinned frontmatter derivative; native validation NOT_RUN
C201,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C201.clab.yml:8: function ""kind_code_name"" not defined",artifacts/qualification/static/C201.json,6d005204938f1dcc81381e8258a8a1a8ba9e96e41ed6dc3a7b5f0839ba4c526b,Review pinned frontmatter derivative; native validation NOT_RUN
C202,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C202.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C202.json,ac189f02a4aad582465b6131c2bbcbcbae147d93268490c5bceb68c6e01a0e7c,Review pinned frontmatter derivative; native validation NOT_RUN
C204,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C204.clab.yml:8: function ""kind_code_name"" not defined",artifacts/qualification/static/C204.json,f5b9368bcef9d217dbd79682caa37de9d4badd9de529ec7f6fb3637232342b0e,Review pinned frontmatter derivative; native validation NOT_RUN
C205,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C205.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C205.json,b08a47641bb783dc88f50094cc1f3a8aad3f30cb5f077793d9fd6e56a474d973,Review pinned frontmatter derivative; native validation NOT_RUN
C206,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C206.clab.yml:9: function ""kind_code_name"" not defined",artifacts/qualification/static/C206.json,7d6b62e312385fef60d431c018539f25a106ce5d374afed9af6a2b5ec568c25e,Review pinned frontmatter derivative; native validation NOT_RUN
C217,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C217.clab.yml:7: function ""kind_code_name"" not defined",artifacts/qualification/static/C217.json,47f7018bf1ac05ca12892273ae5e9095553fce7891dfb96dcb0f66d7282e18a8,Review pinned frontmatter derivative; native validation NOT_RUN
C218,native_schema_rejection,Inferred from recorded native diagnostic,"failed to read topology file: yaml: unmarshal errors:
  line 9: field mgmt_ipv6 not found in type types.NodeDefinitionWithDeprecatedFields
Consult with release notes to see if any fields were changed/removed",artifacts/qualification/static/C218.json,dea8acafda19d9fcb7b4507e168efac65081004c9dfebce9209f6446e06f5165,Retain original; inspect syntax/version and separate correction
C221,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C221.clab.yml:6: function ""kind_code_name"" not defined",artifacts/qualification/static/C221.json,f261e65242945007d39e44f22c7fd0d60a025113903f960b8dde384ca88329e4,Review pinned frontmatter derivative; native validation NOT_RUN
C226,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C226.clab.yml:8: function ""kind_code_name"" not defined",artifacts/qualification/static/C226.json,127c53050d76294118eacc79963da184bea5b2352af90b9c3b4915ae9a68e253,Review pinned frontmatter derivative; native validation NOT_RUN
C227,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C227.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C227.json,4e53641c85986bbd8293a026385679dedb4cf7d214e70594e2ea9e1b239c9b56,Review pinned frontmatter derivative; native validation NOT_RUN
C228,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C228.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C228.json,f5e5002f6605b8d189d1593ca9bfac52f986c7eea17df2de8d9b4acb6a3e1dd6,Review pinned frontmatter derivative; native validation NOT_RUN
C248,external_resource_context,Inferred from recorded native diagnostic,failed to fetch http(s) resource: https://gist.com/<somehash>/staticroute.partial.cfg,artifacts/qualification/static/C248.json,03ce2143bab2899077e7bac758721625e9ca69afe3bafc09afb32a059dfb18cc,Resolve legitimate immutable input; no automatic retrieval
C252,missing_static_file,Inferred from recorded native diagnostic,failed to verify bind path: stat /opt/qualification/corpus/inline/corerouter1/daemons: no such file or directory,artifacts/qualification/static/C252.json,f6ad8b3d9e2693f88bfc632d41f631e513743e35199d84f3590eabc429db09f7,Pin referenced file/layout or mark placeholder unavailable
C258,missing_static_file,Inferred from recorded native diagnostic,failed to verify bind path: stat /path/to/vswitch.xml: no such file or directory,artifacts/qualification/static/C258.json,7fd19abf509cd7946743aa2ff5c643b9db1b8d6406073504ea75363415de441d,Pin referenced file/layout or mark placeholder unavailable
C276,external_resource_context,Inferred from recorded native diagnostic,failed to fetch http(s) resource: https://gist.com/<somehash>/staticroute.partial.cfg,artifacts/qualification/static/C276.json,b892b1d538589398851ef276fdd2e201a813d606b945443a28549945b44c99bd,Resolve legitimate immutable input; no automatic retrieval
C290,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C290.clab.yml:8: function ""kind_code_name"" not defined",artifacts/qualification/static/C290.json,227a4704fb8318e4198aea24c433048a7cd96b3904848ce6e622a8ba801a1631,Review pinned frontmatter derivative; native validation NOT_RUN
C291,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C291.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C291.json,dced2d748f0defb2da737d6a571cea2dd750b71ff073be30f4cfb28f53e9f71e,Review pinned frontmatter derivative; native validation NOT_RUN
C292,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C292.clab.yml:10: function ""kind_code_name"" not defined",artifacts/qualification/static/C292.json,eaf0a3ab6bd6b52de8f32ac59d189e2d28a04e0c7f6e73c4e29e0cc15199f575,Review pinned frontmatter derivative; native validation NOT_RUN
C293,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C293.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C293.json,dfd31a25fe546ab89a47a5347ef365d5248204ada76115aa79b74e273d7544c6,Review pinned frontmatter derivative; native validation NOT_RUN
C294,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C294.clab.yml:8: function ""kind_code_name"" not defined",artifacts/qualification/static/C294.json,38edd7091d48019109355c22afab01965e32486b408da677f55d885bee75120d,Review pinned frontmatter derivative; native validation NOT_RUN
C295,documentation_macro_context,Inferred from recorded native diagnostic,"failed to read topology file: template: C295.clab.yml:5: function ""kind_code_name"" not defined",artifacts/qualification/static/C295.json,8e02c791d0d0303e000d134d7b0282e6a3e1dd1359858694208f660cdee9a3eb,Review pinned frontmatter derivative; native validation NOT_RUN
C310,missing_kind_context,Inferred from recorded native diagnostic,"constructing node ""n1"": kind """" is not supported. Supported kinds are ""6wind_vsr, arista_ceos, arista_veos, arrcus_arcos, aruba_aoscx, bridge, c8000, ceos, checkpoint_cloudguard, ciena_saos, cisco_asav, cisco_c8000, cisco_c8000v, cisco_cat9kv, cisco_csr1000v, cisco_ftdv, cisco_iol, cisco_n9kv, cisco_sdwan, cisco_vios, cisco_xrd, cisco_xrd_vrouter, cisco_xrv, cisco_xrv9k, cjunosevolved, crpd, cumulus_cvx, cvx, dell_ftosv, dell_sonic, ext-container, f5_bigip-ve, fdio_vpp, fortinet_fortigate, freebsd, generic_vm, host, huawei_vrp, ipinfusion_ocnos, juniper_cjunosevolved, juniper_crpd, juniper_csr",artifacts/qualification/static/C310.json,c31f40d96dc50686c48b7ab548a7c94d7d30c8734032f24f11d4942856c1ebdb,Identify documented kind/default input; do not guess
C314,host_interface_context,Inferred from recorded native diagnostic,Link not found,artifacts/qualification/static/C314.json,2a2f207f179942f07fafb76a44bebe0be700b894cf123f4778015c36ac7ac091,Fresh isolated host prerequisite trial; no operational host lookup
C316,missing_kind_context,Inferred from recorded native diagnostic,"constructing node ""node1"": kind """" is not supported. Supported kinds are ""6wind_vsr, arista_ceos, arista_veos, arrcus_arcos, aruba_aoscx, bridge, c8000, ceos, checkpoint_cloudguard, ciena_saos, cisco_asav, cisco_c8000, cisco_c8000v, cisco_cat9kv, cisco_csr1000v, cisco_ftdv, cisco_iol, cisco_n9kv, cisco_sdwan, cisco_vios, cisco_xrd, cisco_xrd_vrouter, cisco_xrv, cisco_xrv9k, cjunosevolved, crpd, cumulus_cvx, cvx, dell_ftosv, dell_sonic, ext-container, f5_bigip-ve, fdio_vpp, fortinet_fortigate, freebsd, generic_vm, host, huawei_vrp, ipinfusion_ocnos, juniper_cjunosevolved, juniper_crpd, juniper_",artifacts/qualification/static/C316.json,affaa77e08168edef646e439b543957e41462c8ae975f51e96f8ae265ec967e4,Identify documented kind/default input; do not guess
C324,missing_static_file,Inferred from recorded native diagnostic,failed to verify bind path: stat /opt/qualification/corpus/inline/cfgs/n1/conf: no such file or directory,artifacts/qualification/static/C324.json,083b0318d39b16195274449c9c6859afc3d0046fc5f8546aeb032dfd496f1577,Pin referenced file/layout or mark placeholder unavailable
C325,missing_static_file,Inferred from recorded native diagnostic,failed to verify bind path: stat /opt/qualification/corpus/inline/clab-mylab/n1/conf: no such file or directory,artifacts/qualification/static/C325.json,e43e5b86f058ac08f44327e706437ae952ca3005a6381804837fc9de48fbc237,Pin referenced file/layout or mark placeholder unavailable
C326,missing_kind_context,Inferred from recorded native diagnostic,"constructing node ""ansible"": kind """" is not supported. Supported kinds are ""6wind_vsr, arista_ceos, arista_veos, arrcus_arcos, aruba_aoscx, bridge, c8000, ceos, checkpoint_cloudguard, ciena_saos, cisco_asav, cisco_c8000, cisco_c8000v, cisco_cat9kv, cisco_csr1000v, cisco_ftdv, cisco_iol, cisco_n9kv, cisco_sdwan, cisco_vios, cisco_xrd, cisco_xrd_vrouter, cisco_xrv, cisco_xrv9k, cjunosevolved, crpd, cumulus_cvx, cvx, dell_ftosv, dell_sonic, ext-container, f5_bigip-ve, fdio_vpp, fortinet_fortigate, freebsd, generic_vm, host, huawei_vrp, ipinfusion_ocnos, juniper_cjunosevolved, juniper_crpd, junipe",artifacts/qualification/static/C326.json,2634d4fea4e80714267ac1db5a0d116dc231b6d7540fc905d84eefa7ead93500,Identify documented kind/default input; do not guess
C368,external_resource_context,Inferred from recorded native diagnostic,"failed to fetch s3 resource: s3://my-bucket/configs/router1.cli: object not found or access denied: Head ""https://my-bucket.s3.dualstack.us-east-1.amazonaws.com/configs/router1.cli"": dial tcp: lookup my-bucket.s3.dualstack.us-east-1.amazonaws.com on 127.0.0.53:53: dial udp 127.0.0.53:53: connect: network is unreachable",artifacts/qualification/static/C368.json,3923bdba86b6e1287d55617e801829d40485556ede6775b7b516522b23a05ee1,Resolve legitimate immutable input; no automatic retrieval
C398,missing_kind_context,Inferred from recorded native diagnostic,"constructing node ""router1"": kind """" is not supported. Supported kinds are ""6wind_vsr, arista_ceos, arista_veos, arrcus_arcos, aruba_aoscx, bridge, c8000, ceos, checkpoint_cloudguard, ciena_saos, cisco_asav, cisco_c8000, cisco_c8000v, cisco_cat9kv, cisco_csr1000v, cisco_ftdv, cisco_iol, cisco_n9kv, cisco_sdwan, cisco_vios, cisco_xrd, cisco_xrd_vrouter, cisco_xrv, cisco_xrv9k, cjunosevolved, crpd, cumulus_cvx, cvx, dell_ftosv, dell_sonic, ext-container, f5_bigip-ve, fdio_vpp, fortinet_fortigate, freebsd, generic_vm, host, huawei_vrp, ipinfusion_ocnos, juniper_cjunosevolved, juniper_crpd, junipe",artifacts/qualification/static/C398.json,4412cf610d4c2b1d57f258f53058d84ec2ac1aae6fc6856bda44e8c81cde4660,Identify documented kind/default input; do not guess
C399,missing_static_file,Inferred from recorded native diagnostic,failed to verify bind path: stat /opt/qualification/corpus/inline/clab-mylab/shared-data.json: no such file or directory,artifacts/qualification/static/C399.json,fe983b657ebb13cbf2c96b875eee53b82779d6516d1a411d9c51306cf8e82477,Pin referenced file/layout or mark placeholder unavailable
C400,missing_kind_context,Inferred from recorded native diagnostic,"constructing node ""node1"": kind """" is not supported. Supported kinds are ""6wind_vsr, arista_ceos, arista_veos, arrcus_arcos, aruba_aoscx, bridge, c8000, ceos, checkpoint_cloudguard, ciena_saos, cisco_asav, cisco_c8000, cisco_c8000v, cisco_cat9kv, cisco_csr1000v, cisco_ftdv, cisco_iol, cisco_n9kv, cisco_sdwan, cisco_vios, cisco_xrd, cisco_xrd_vrouter, cisco_xrv, cisco_xrv9k, cjunosevolved, crpd, cumulus_cvx, cvx, dell_ftosv, dell_sonic, ext-container, f5_bigip-ve, fdio_vpp, fortinet_fortigate, freebsd, generic_vm, host, huawei_vrp, ipinfusion_ocnos, juniper_cjunosevolved, juniper_crpd, juniper_",artifacts/qualification/static/C400.json,1ac42b2cc8d66b18527caa02ca5f51b88b0d5e022509216b6ff7ce08b4ac078b,Identify documented kind/default input; do not guess
C413,host_interface_context,Inferred from recorded native diagnostic,Link not found,artifacts/qualification/static/C413.json,2a2f207f179942f07fafb76a44bebe0be700b894cf123f4778015c36ac7ac091,Fresh isolated host prerequisite trial; no operational host lookup
C416,native_schema_rejection,Inferred from recorded native diagnostic,"failed to read topology file: yaml: unmarshal errors:
  line 6: cannot unmarshal !!str `nokia_s...` into types.NodeDefinitionWithDeprecatedFields
  line 7: cannot unmarshal !!str `ghcr.io...` into types.NodeDefinitionWithDeprecatedFields
Consult with release notes to see if any fields were changed/removed",artifacts/qualification/static/C416.json,f5cbc29c3ed78ebe20291f81615ba2e5476ff71c7a8b005226bcbb1894077198,Retain original; inspect syntax/version and separate correction
C423,missing_kind_context,Inferred from recorded native diagnostic,"constructing node ""node1"": kind """" is not supported. Supported kinds are ""6wind_vsr, arista_ceos, arista_veos, arrcus_arcos, aruba_aoscx, bridge, c8000, ceos, checkpoint_cloudguard, ciena_saos, cisco_asav, cisco_c8000, cisco_c8000v, cisco_cat9kv, cisco_csr1000v, cisco_ftdv, cisco_iol, cisco_n9kv, cisco_sdwan, cisco_vios, cisco_xrd, cisco_xrd_vrouter, cisco_xrv, cisco_xrv9k, cjunosevolved, crpd, cumulus_cvx, cvx, dell_ftosv, dell_sonic, ext-container, f5_bigip-ve, fdio_vpp, fortinet_fortigate, freebsd, generic_vm, host, huawei_vrp, ipinfusion_ocnos, juniper_cjunosevolved, juniper_crpd, juniper_",artifacts/qualification/static/C423.json,6d0055c6a9295a3ca6c9dd1e1fd67f96f475377f3fe85b5a64493a9c69e1140c,Identify documented kind/default input; do not guess
